RUN	20140612145349	completeuserscenario	 
SCENARIO	Scenario Name	1	START	1402577630482
ACTION	Scenario Name	1	user validation	1402577630508	1402577630508	1402577630526	1402577630529	OK	 
SCENARIO	Scenario Name	2	START	1402577631131
ACTION	Scenario Name	2	user validation	1402577631132	1402577631135	1402577631142	1402577631142	OK	 
ACTION	Scenario Name	1	signup	1402577631585	1402577631586	1402577631602	1402577631603	OK	 
ACTION	Scenario Name	1	signin	1402577631633	1402577631635	1402577631644	1402577631644	OK	 
ACTION	Scenario Name	1	coachmessages signup	1402577631676	1402577631677	1402577631687	1402577631687	OK	 
ACTION	Scenario Name	1	coachmessages home	1402577631688	1402577631689	1402577631698	1402577631699	OK	 
ACTION	Scenario Name	1	notifications	1402577631700	1402577631701	1402577631711	1402577631711	OK	 
SCENARIO	Scenario Name	3	START	1402577631780
ACTION	Scenario Name	3	user validation	1402577631781	1402577631783	1402577631789	1402577631789	OK	 
ACTION	Scenario Name	2	signup	1402577632181	1402577632182	1402577632193	1402577632194	OK	 
ACTION	Scenario Name	2	signin	1402577632232	1402577632233	1402577632242	1402577632242	OK	 
ACTION	Scenario Name	2	coachmessages signup	1402577632244	1402577632250	1402577632254	1402577632254	OK	 
ACTION	Scenario Name	2	coachmessages home	1402577632256	1402577632257	1402577632266	1402577632267	OK	 
ACTION	Scenario Name	2	notifications	1402577632268	1402577632269	1402577632280	1402577632280	OK	 
SCENARIO	Scenario Name	4	START	1402577632480
ACTION	Scenario Name	4	user validation	1402577632481	1402577632482	1402577632489	1402577632490	OK	 
ACTION	Scenario Name	3	signup	1402577632831	1402577632833	1402577632843	1402577632844	OK	 
ACTION	Scenario Name	3	signin	1402577632880	1402577632882	1402577632891	1402577632892	OK	 
ACTION	Scenario Name	3	coachmessages signup	1402577632893	1402577632894	1402577632924	1402577632924	OK	 
ACTION	Scenario Name	3	coachmessages home	1402577632925	1402577632930	1402577632938	1402577632938	OK	 
ACTION	Scenario Name	3	notifications	1402577632939	1402577632940	1402577632953	1402577632954	OK	 
ACTION	Scenario Name	4	signup	1402577633533	1402577633534	1402577633545	1402577633545	OK	 
ACTION	Scenario Name	4	signin	1402577633582	1402577633583	1402577633590	1402577633591	OK	 
ACTION	Scenario Name	4	coachmessages signup	1402577633593	1402577633594	1402577633603	1402577633603	OK	 
ACTION	Scenario Name	4	coachmessages home	1402577633605	1402577633605	1402577633614	1402577633614	OK	 
ACTION	Scenario Name	4	notifications	1402577633615	1402577633615	1402577633624	1402577633624	OK	 
ACTION	Scenario Name	1	activityoffers	1402577649680	1402577649681	1402577649698	1402577649701	OK	 
ACTION	Scenario Name	1	coachmessages select	1402577649782	1402577649782	1402577649791	1402577649792	OK	 
ACTION	Scenario Name	1	notifications	1402577649793	1402577649793	1402577649801	1402577649801	OK	 
ACTION	Scenario Name	2	activityoffers	1402577650282	1402577650283	1402577650299	1402577650300	OK	 
ACTION	Scenario Name	2	coachmessages select	1402577650382	1402577650383	1402577650392	1402577650392	OK	 
ACTION	Scenario Name	2	notifications	1402577650394	1402577650394	1402577650412	1402577650413	OK	 
ACTION	Scenario Name	3	activityoffers	1402577650982	1402577650983	1402577650999	1402577651000	OK	 
ACTION	Scenario Name	3	coachmessages select	1402577651081	1402577651081	1402577651091	1402577651091	OK	 
ACTION	Scenario Name	3	notifications	1402577651092	1402577651093	1402577651101	1402577651101	OK	 
ACTION	Scenario Name	4	activityoffers	1402577651632	1402577651632	1402577651648	1402577651649	OK	 
ACTION	Scenario Name	4	coachmessages select	1402577651732	1402577651733	1402577651742	1402577651743	OK	 
ACTION	Scenario Name	4	notifications	1402577651744	1402577651744	1402577651751	1402577651751	OK	 
ACTION	Scenario Name	1	assessment result newest	1402577651832	1402577651833	1402577651841	1402577651841	OK	 
ACTION	Scenario Name	1	assessment	1402577651843	1402577651843	1402577651883	1402577651884	OK	 
ACTION	Scenario Name	1	notifications	1402577652131	1402577652132	1402577652144	1402577652145	OK	 
ACTION	Scenario Name	1	coachmessages check	1402577652146	1402577652146	1402577652153	1402577652153	OK	 
ACTION	Scenario Name	2	assessment result newest	1402577652432	1402577652432	1402577652441	1402577652441	OK	 
ACTION	Scenario Name	2	assessment	1402577652442	1402577652442	1402577652467	1402577652478	OK	 
ACTION	Scenario Name	2	notifications	1402577652681	1402577652681	1402577652689	1402577652690	OK	 
ACTION	Scenario Name	2	coachmessages check	1402577652691	1402577652691	1402577652698	1402577652698	OK	 
ACTION	Scenario Name	3	assessment result newest	1402577653080	1402577653081	1402577653089	1402577653089	OK	 
ACTION	Scenario Name	3	assessment	1402577653132	1402577653133	1402577653165	1402577653171	OK	 
ACTION	Scenario Name	1	assessment result answer	1402577653133	1402577653141	1402577653172	1402577653172	OK	 
