name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
request_46	100	13	87	90	90	100	5080	2470	5080	1992	888	2157	913	1013	772	2890	2470	2920	2930	2470	2930	t < 800 ms	9	9	800 ms < t < 1200 ms	0	0	t > 1200 ms	4	4	failed	87	87	0	0	0
request_31	100	100	0	730	730	-1	12560	12560	-1	1511	1511	-1	2022	2022	-1	1640	1640	-1	12530	12530	-1	t < 800 ms	34	34	800 ms < t < 1200 ms	16	16	t > 1200 ms	50	50	failed	0	0	0	0	-1
request_32	100	100	0	100	100	-1	18250	18250	-1	1920	1920	-1	3047	3047	-1	7750	7750	-1	17900	17900	-1	t < 800 ms	17	17	800 ms < t < 1200 ms	24	24	t > 1200 ms	59	59	failed	0	0	0	0	-1
request_30	100	100	0	1090	1090	-1	21460	21460	-1	10309	10309	-1	6031	6031	-1	20260	20260	-1	21170	21170	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	1	1	t > 1200 ms	99	99	failed	0	0	0	0	-1
request_39	100	14	86	30	30	90	20320	20320	17310	2332	2156	2361	2820	5120	2230	2520	2310	2520	17310	20320	13490	t < 800 ms	9	9	800 ms < t < 1200 ms	0	0	t > 1200 ms	5	5	failed	86	86	0	0	0
request_38	100	16	84	30	30	70	17620	17620	13620	2328	2460	2303	2543	4547	1938	5750	7930	2550	13620	17620	13390	t < 800 ms	10	10	800 ms < t < 1200 ms	0	0	t > 1200 ms	6	6	failed	84	84	0	0	0
request_37	100	8	92	250	250	270	5940	4800	5940	2232	2105	2243	974	1410	925	2750	4800	2730	4800	4800	4770	t < 800 ms	2	2	800 ms < t < 1200 ms	1	1	t > 1200 ms	5	5	failed	92	92	0	0	0
request_36	100	6	94	180	180	310	14380	14340	14380	3397	2965	3424	4083	5093	4009	14040	14340	13750	14380	14340	14380	t < 800 ms	3	3	800 ms < t < 1200 ms	2	2	t > 1200 ms	1	1	failed	94	94	0	0	0
request_35	100	100	0	1080	1080	-1	17930	17930	-1	9012	9012	-1	4577	4577	-1	16740	16740	-1	17520	17520	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	2	2	t > 1200 ms	98	98	failed	0	0	0	0	-1
request_34	100	100	0	2020	2020	-1	20740	20740	-1	10773	10773	-1	4925	4925	-1	19410	19410	-1	20370	20370	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	100	100	failed	0	0	0	0	-1
request_33	100	100	0	610	610	-1	14090	14090	-1	4973	4973	-1	2417	2417	-1	6860	6860	-1	14090	14090	-1	t < 800 ms	3	3	800 ms < t < 1200 ms	3	3	t > 1200 ms	94	94	failed	0	0	0	0	-1

